no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
590,0707-1,3,9_r0,Jiyoon is having a meeting with the Dean. The Dean is telling Jiyoon about her new duties as Chair. They discuss who to promote for the distinguished lecturer. They also discuss the need to boost enrollment. The Dean pressures Jiyoon t,Jiyoon is having a meeting with the Dean. The Dean is telling Jiyoon about her new duties as Chair. They discuss who to promote for the distinguished lecturer. They also discuss the need to boost enrollment. The Dean pressures Jiyoon t,305 1,331 305 307,305 307,retrodiction,9,r0,,
591,0707-1,3,9_r,Elliot and Yaz are having a meeting to discuss how to boost enrollment and the state of the English department overall. Elliot expresses happiness about his new office and Yaz is concerned with Elliot's privilege. ,Elliot and Yaz are having a meeting to discuss how to boost enrollment and the state of the English department overall. Elliot expresses happiness about his new office and Yaz is concerned with Elliot's privilege. ,1 1 1,331 305,1 1 1,retrodiction,9,r,,
592,0707-2,3,9_r0,Jiyoon has a meeting with the Dean to talk about some of the faculty members.,Jiyoon has a meeting with the Dean to talk about some of the faculty members.,331,331,331,retrodiction,9,r0,,
593,0707-2,3,9_r,Elliot and Yaz discuss the change in offices of the English department.,Elliot and Yaz discuss the change in offices of the English department.,1,0,1,retrodiction,9,r,,
594,0522-2,3,9_p0,,,1031,1231 1,1031 1231,prediction,9,p0,,
595,0522-2,3,9_p,,,1 1,0 0,1 1,prediction,9,p,,
596,0523-1,3,9_p0,Lila talks to Bill about not being prepared for the class and having not already read her dissertation. ,Lila talks to Bill about not being prepared for the class and having not already read her dissertation. ,1 1,0,1 1,prediction,9,p0,,
597,0523-1,3,9_p,Another teaching scene with Elliot and Yaz; Yaz is trying to teach but Elliot will not allow for it. The students in the class look bored,Another teaching scene with Elliot and Yaz; Yaz is trying to teach but Elliot will not allow for it. The students in the class look bored,1 1,0,1 1,prediction,9,p,,
598,0523-3,3,9_p0,Bill teaches a very interesting but very disorganized class.,Bill teaches a very interesting but very disorganized class.,1,0,1,prediction,9,p0,,
599,0523-3,3,9_p,"Yaz confronts Elliot about how he is treating her in class and tells him that the students came to learn from her, not from him.","Yaz confronts Elliot about how he is treating her in class and tells him that the students came to learn from her, not from him.",1 1,0,1 1,prediction,9,p,,
600,0523-5,3,9_p0,Bill meets with Jiyoon following his first class. Their interaction is a bit awkward.,Bill meets with Jiyoon following his first class. Their interaction is a bit awkward.,1031,0,1031,prediction,9,p0,,
601,0523-5,3,9_p,"Yaz confronts Elliot at the end of their first class together, and it doesn't go well.","Yaz confronts Elliot at the end of their first class together, and it doesn't go well.",1,1 1 1,1,prediction,9,p,,
602,0524-2,3,9_p0,Bill is flustered and doing random things around his office. Jiyoon comes in and talks to him about their situation.,Bill is flustered and doing random things around his office. Jiyoon comes in and talks to him about their situation.,1 1031,0,1 1031,prediction,9,p0,,
603,0524-2,3,9_p,"Elliot and Yaz discuss their syllabi, and they disagree on quite a few things. Yaz is very frustrated that none of her ideas are getting through. She knows he's wrong, but she must listen to him as he is the one who will help decide if she gets tenure.","Elliot and Yaz discuss their syllabi, and they disagree on quite a few things. Yaz is very frustrated that none of her ideas are getting through. She knows he's wrong, but she must listen to him as he is the one who will help decide if she gets tenure.",901 0 1 1,901 1,901 0 1 1,prediction,9,p,,
604,0525-2,3,9_p0,Bill continues misspeaking throughout the class. Dafna tells her family about what Bill wrote in her book. ,Bill continues misspeaking throughout the class. Dafna tells her family about what Bill wrote in her book. ,1 1,0,1 1,prediction,9,p0,,
605,0525-2,3,9_p,The scene switches back to Elliot and Yaz's classroom. After class (consisting of Elliot looking over Yaz) Yaz confronts Elliot about his behavior. ,After class (consisting of Elliot looking over Yaz) Yaz confronts Elliot about his behavior. ,1,0,1,prediction,9,p,,
606,0526-2,3,9_p0,The class laughs,The class laughs,1,0,1,prediction,9,p0,,
607,0526-2,3,9_p,Yaz and Elliot discuss about how they can better conduct the class,Yaz and Elliot discuss about how they can better conduct the class,901,901,901,prediction,9,p,,
608,0527-1,3,9_p0,The Dean confronts Jiyoon again about the layoffs. Jiyoon has a conversation with Bill after he finishes teaching his class.,The Dean confronts Jiyoon again about the layoffs. Jiyoon has a conversation with Bill after he finishes teaching his class.,1 1031,0 1031,1 1031,prediction,9,p0,,
609,0527-1,3,9_p,Elliot and Yaz continue to struggle teaching the same class. They plan to involve a superior in order to get things changed.,Elliot and Yaz continue to struggle teaching the same class. They plan to involve a superior in order to get things changed.,1 1,0,1 1,prediction,9,p,,
610,0528-1,3,9_p0,Yaz and Elliot are after class and have a conversation about how they can co-teach better. Elliot dominates the conversation and has a lack of compassion and understanding. ,Yaz and Elliot are after class and have a conversation about how they can co-teach better. Elliot dominates the conversation and has a lack of compassion and understanding. ,1031 1,901,901 1,prediction,9,p0,,
611,0528-1,3,9_p,"Yaz and Elliot are after class and have a conversation about how they can co-teach better. Elliot dominates the conversation and has a lack of compassion and understanding, ","Yaz and Elliot are after class and have a conversation about how they can co-teach better. Elliot dominates the conversation and has a lack of compassion and understanding, ",1031 1,901,901 1,prediction,9,p,,
612,0608-1,3,9_p0,Yaz will talk to Jiyoon about how Elliot completely took over the class and how he's acting as if Yaz were his assistant. Jiyoon will come clean that she wants Yaz to teach him how to be a more modern professor otherwise he will be forced into retirement,Yaz will talk to Jiyoon about how Elliot completely took over the class and how he's acting as if Yaz were his assistant. Jiyoon will come clean that she wants Yaz to teach him how to be a more modern professor otherwise he will be forced into retirement,1 1,0,1 1,prediction,9,p0,,
613,0608-1,3,9_p,"Yaz will talk to Elliot about how he completely took over the class and how he's acting as if Yaz were his assistant. Elliot will not apologize and claims he knows much more than her.
","Yaz will talk to Elliot about how he completely took over the class and how he's acting as if Yaz were his assistant. Elliot will not apologize and claims he knows much more than her.
",1 1 1,0,1 1 1,prediction,9,p,,
614,0608-2,3,9_p0,Jiyoon meets Bill and have a conversation. ,Jiyoon meets Bill and have a conversation. ,1031,1031,1031,prediction,9,p0,,
615,0608-2,3,9_p,Elliot and Yaz start having conflict on the curriculum. Elliot is starting to think Yaz shouldn't be given a tenure.,Elliot and Yaz start having conflict on the curriculum. Elliot is starting to think Yaz shouldn't be given a tenure.,1031 1,0,901 1,prediction,9,p,,
616,0611-1,3,9_p0,Yaz hates being talked down to and students start dropping out of the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum.,Yaz hates being talked down to and students start dropping out of the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum.,1 1 1,0,1 1 1,prediction,9,p0,,
617,0611-1,3,9_p,Yaz hates being talked down to and students start dropping out of the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum.,Yaz hates being talked down to and students start dropping out of the course. Jiyoon has a (less than successful) conversation with Elliot about student feedback and improving the curriculum.,1 1 1,0,1 1 1,prediction,9,p,,
618,0612-2,3,9_p0,Yaz meets with Jiyoon to complain about teaching with Elliot.,Yaz meets with Jiyoon to complain about teaching with Elliot.,1,0,1,prediction,9,p0,,
619,0612-2,3,9_p,Yaz meets with Elliot and asks him to try to co-teach with her and to essentially stop treating her like his teaching assistant. Yaz meets with Jiyoon to complain about teaching with Elliot.,Yaz meets with Elliot and asks him to try to co-teach with her and to essentially stop treating her like his teaching assistant. Yaz meets with Jiyoon to complain about teaching with Elliot.,1 1,0,1 1,prediction,9,p,,
620,0614-1,3,9_p0,Bill will lecture and Lila will have to support him through it. Bill will reference wrong material and go on tangents about his love of his daughter. ,Bill will lecture and Lila will have to support him through it. Bill will reference wrong material and go on tangents about his love of his daughter. ,1 1,0,1 1,prediction,9,p0,,
621,0614-1,3,9_p,Elliot and Yaz finish lecturing their class and Yaz is not happy. Yaz will confront Elliot about his phrasing of her joining him. Yaz will make it clear to Elliot that she is also a teacher and this class is shared between the both of them.,Elliot and Yaz finish lecturing their class and Yaz is not happy. Yaz will confront Elliot about his phrasing of her joining him. Yaz will make it clear to Elliot that she is also a teacher and this class is shared between the both of them.,1 1 1 1,1,1 1 1 1,prediction,9,p,,
622,0615-2,3,9_p0,"Bill is visited by Dafna after class. They discuss her waitlist situation, and Bill promises to give her a seat in the class. Bill of course forgets about it when he returns to his office.","Bill is visited by Dafna after class. They discuss her waitlist situation, and Bill promises to give her a seat in the class. Bill of course forgets about it when he returns to his office.",1 1 1 1,0,1 1 1 1,prediction,9,p0,,
623,0615-2,3,9_p,Elliot keeps bossing around Yaz with his condescending attitude. Yaz tries to confront him but she is reminded of her tenure review coming soon.,Elliot keeps bossing around Yaz with his condescending attitude. Yaz tries to confront him but she is reminded of her tenure review coming soon.,1 1 1,0,1 1 1,prediction,9,p,,
624,0615-3,3,9_p0,,,1031 1 ,0,1031 1 ,prediction,9,p0,,
625,0615-3,3,9_p,,,1 1 1,1 1 1,1 1 1,prediction,9,p,,
626,0619-2,3,9_p0,Bill continues teaching class.,Bill continues teaching class.,1,0,1,prediction,9,p0,,
627,0619-2,3,9_p,"Elliot is answering students' questions. Yaz goes up to some students and offers to answer their questions, but she is ignored.","Elliot is answering students' questions. Yaz goes up to some students and offers to answer their questions, but she is ignored.",1 1 1,0,1 1 1,prediction,9,p,,
628,0629-1,3,9_p0,Jiyoon talks to Bill about their personal relationship.,Jiyoon talks to Bill about their personal relationship.,1031,0,1031,prediction,9,p0,,
629,0629-1,3,9_p,Ellito continues to treat Yaz like a TA instead of a real professor.,Elliot continues to treat Yaz like a TA instead of a real professor.,1,1,1,prediction,9,p,,
630,0522-1,3,10_r0,"Jiyoon's job as the chair placed strains on her relationship with Jujus father, she was advised to go to marriage counseling to help repair her relationship. Her job is taxing, and her father Habi takes care of Juju. ","Jiyoon's job as the chair placed strains on her relationship with Jujus father, she was advised to go to marriage counseling to help repair her relationship. Her job is taxing, and her father Habi takes care of Juju. ",1 83 1,0,1 1 1,retrodiction,10,r0,,
